,patent_no,url,title,issue_date,date,num_patent,num_inventor,num_pc,num_npc,num_rb,num_class,num_le,yearly_sales
1259,5457214,https://www.google.com/patents/US5457214,Recovery of erythorbates from photographic solutions,1995-10-10,"Oct 10, 1995",1690.0,1.0,4,0,4,5,4,10021.0
1260,5457237,https://www.google.com/patents/US5457237,Dihydroxyindanone tyrosine kinase inhibitors,1995-10-10,"Oct 10, 1995",1691.0,1.0,5,14,4,81,5,10021.0
1261,5458910,https://www.google.com/patents/US5458910,Low calorie fat substitute,1995-10-17,"Oct 17, 1995",1692.0,3.0,11,0,33,28,5,10021.0
1262,5459145,https://www.google.com/patents/US5459145,Calcium independent camp phosphodiesterase inhibitor antidepressant,1995-10-17,"Oct 17, 1995",1693.0,2.0,15,0,25,52,6,10021.0
1263,5459155,https://www.google.com/patents/US5459155,Benzimidazole anthelmintic agents,1995-10-17,"Oct 17, 1995",1694.0,3.0,9,0,8,43,5,10021.0
1264,5461056,https://www.google.com/patents/US5461056,Pyrimidone derivatives and analogs in the treatment of asthma or certain skin disorders,1995-10-24,"Oct 24, 1995",1695.0,1.0,3,0,0,8,5,10021.0
1265,D363430,https://www.google.com/patents/USD363430,Container having a curved back panel,1995-10-24,"Oct 24, 1995",1696.0,3.0,0,1,1,3,0,10021.0
1266,5463070,https://www.google.com/patents/US5463070,Hypoglycemic hydroxyurea derivatives,1995-10-31,"Oct 31, 1995",1697.0,2.0,19,2,8,25,6,10021.0
1267,5463126,https://www.google.com/patents/US5463126,Process for preparing sertraline,1995-10-31,"Oct 31, 1995",1698.0,1.0,4,0,33,9,7,10021.0
1268,5464849,https://www.google.com/patents/US5464849,N-hydroxyurea derivatives as antiallergy and antiinflammatory agents,1995-11-07,"Nov 7, 1995",1699.0,3.0,6,0,7,30,5,10021.0
1269,5466880,https://www.google.com/patents/US5466880,Process for preparing ketone enantiomer,1995-11-14,"Nov 14, 1995",1700.0,1.0,3,0,7,36,6,10021.0
1270,5468732,https://www.google.com/patents/US5468732,Phosphorus containing renin inhibitors,1995-11-21,"Nov 21, 1995",1701.0,1.0,7,26,0,15,5,10021.0
1271,5468765,https://www.google.com/patents/US5468765,Benzimidazole anthelmintic agents,1995-11-21,"Nov 21, 1995",1702.0,3.0,12,0,11,53,5,10021.0
1272,5475005,https://www.google.com/patents/US5475005,Benzimidazole anthelmintic agents,1995-12-12,"Dec 12, 1995",1703.0,3.0,18,24,4,52,4,10021.0
1273,5475116,https://www.google.com/patents/US5475116,"Aza bicyclo[3,1,0]hexane intermediates useful in the synthesis of quinolones",1995-12-12,"Dec 12, 1995",1704.0,2.0,3,0,10,4,3,10021.0
1274,5475117,https://www.google.com/patents/US5475117,"Process for optically active 2-alkyl-2,5-diazabicyclo[2.2.1]heptanes",1995-12-12,"Dec 12, 1995",1705.0,2.0,4,21,0,13,5,10021.0
1275,5478735,https://www.google.com/patents/US5478735,Process for producing acidic polycyclic ether antibiotic having anticoccidial and growth promant activity with Actinomadura,1995-12-26,"Dec 26, 1995",1706.0,4.0,8,16,0,18,5,10021.0
1276,5478822,https://www.google.com/patents/US5478822,Tetrahydrobenzazepine derivatives which inhibit lipoxygenase,1995-12-26,"Dec 26, 1995",1707.0,2.0,4,2,3,10,6,10021.0
1277,5482941,https://www.google.com/patents/US5482941,Quinazolinone antianginal agents,1996-01-09,"Jan 9, 1996",1708.0,1.0,9,2,70,38,7,11306.0
1278,5482944,https://www.google.com/patents/US5482944,Pyrimidones and imidazolinones for treatment of shock,1996-01-09,"Jan 9, 1996",1709.0,2.0,5,2,0,13,5,11306.0
1279,5484917,https://www.google.com/patents/US5484917,Substituted tetrahydrobenzazepinones,1996-01-16,"Jan 16, 1996",1710.0,2.0,4,2,12,13,6,11306.0
1280,5486527,https://www.google.com/patents/US5486527,Anticholinergic agents,1996-01-23,"Jan 23, 1996",1711.0,2.0,3,2,32,47,4,11306.0
1281,5489688,https://www.google.com/patents/US5489688,"Process for preparing trans-piperidine-2,5-dicarboxylates",1996-02-06,"Feb 6, 1996",1712.0,1.0,4,10,0,16,5,11306.0
1282,5491234,https://www.google.com/patents/US5491234,Pyrimidine derivatives for enhancing antitumor activity,1996-02-13,"Feb 13, 1996",1713.0,4.0,6,21,8,12,6,11306.0
1283,5494820,https://www.google.com/patents/US5494820,Streptomyces braegensis strain and its cultivation in a process for producing C9 -desoxo-FK-520,1996-02-27,"Feb 27, 1996",1714.0,9.0,3,6,4,16,4,11306.0
1284,5494931,https://www.google.com/patents/US5494931,Acidic polycyclic ether antibiotic,1996-02-27,"Feb 27, 1996",1715.0,4.0,6,2,0,30,3,11306.0
1285,5498610,https://www.google.com/patents/US5498610,Neuroprotective indolone and related derivatives,1996-03-12,"Mar 12, 1996",1716.0,1.0,20,29,41,20,6,11306.0
1286,5498614,https://www.google.com/patents/US5498614,Bridged aza-bicyclic derivatives as substance P antagonist,1996-03-12,"Mar 12, 1996",1717.0,1.0,15,24,4,23,5,11306.0
1287,5498621,https://www.google.com/patents/US5498621,Oxazolidinedione hypoglycemic agents,1996-03-12,"Mar 12, 1996",1718.0,3.0,28,9,30,18,5,11306.0
1288,5498626,https://www.google.com/patents/US5498626,Acylaminoindole derivatives as 5-ht1 agonists,1996-03-12,"Mar 12, 1996",1719.0,1.0,11,5,13,26,6,11306.0
1289,5498695,https://www.google.com/patents/US5498695,Paranitroaniline peptides,1996-03-12,"Mar 12, 1996",1720.0,2.0,3,54,41,12,5,11306.0
1290,5498786,https://www.google.com/patents/US5498786,Synthesis of intermediates in the preparation of ACAT inhibitors,1996-03-12,"Mar 12, 1996",1721.0,2.0,2,30,0,50,5,11306.0
1291,5502065,https://www.google.com/patents/US5502065,Indole derivatives as 5-HT1 -like agonists,1996-03-26,"Mar 26, 1996",1722.0,3.0,3,7,5,63,4,11306.0
1292,5502072,https://www.google.com/patents/US5502072,Substituted oxindoles,1996-03-26,"Mar 26, 1996",1723.0,1.0,21,15,33,32,6,11306.0
1293,5504076,https://www.google.com/patents/US5504076,Cephalosporin compounds,1996-04-02,"Apr 2, 1996",1724.0,3.0,9,6,5,30,5,11306.0
1294,5504095,https://www.google.com/patents/US5504095,Aminobenzosultam derivatives as lipoxygenase inhibitors,1996-04-02,"Apr 2, 1996",1725.0,4.0,9,0,26,39,3,11306.0
1295,5506233,https://www.google.com/patents/US5506233,Desosamino derivatives of macrolides as immunosuppressants and antifungal agents,1996-04-09,"Apr 9, 1996",1726.0,2.0,5,0,23,14,5,11306.0
1296,5506235,https://www.google.com/patents/US5506235,Quinoline derivatives as immunostimulants,1996-04-09,"Apr 9, 1996",1727.0,2.0,9,14,15,17,6,11306.0
1297,5508300,https://www.google.com/patents/US5508300,"Dihydro pyrazolopyrroles, compositions and use",1996-04-16,"Apr 16, 1996",1728.0,1.0,1,14,28,12,6,11306.0
1298,5510372,https://www.google.com/patents/US5510372,Antiparasitic macrolide antiobiotics,1996-04-23,"Apr 23, 1996",1729.0,4.0,22,0,0,26,3,11306.0
1299,5512545,https://www.google.com/patents/US5512545,PDGF-B analogues,1996-04-30,"Apr 30, 1996",1730.0,5.0,6,36,19,14,7,11306.0
1300,5512689,https://www.google.com/patents/US5512689,"Process for the preparation of intermediates in the synthesis of chiral thiazolidine-2,4-dione derivatives",1996-04-30,"Apr 30, 1996",1731.0,1.0,2,8,21,10,5,11306.0
1301,5514138,https://www.google.com/patents/US5514138,Connector having a stop member,1996-05-07,"May 7, 1996",1732.0,1.0,9,0,126,6,7,11306.0
1302,5516527,https://www.google.com/patents/US5516527,Dispensing device powered by hydrogel,1996-05-14,"May 14, 1996",1733.0,1.0,48,2,85,18,5,11306.0
1303,5516530,https://www.google.com/patents/US5516530,Porous shaped delivery devices and method of producing thereof,1996-05-14,"May 14, 1996",1734.0,3.0,7,0,27,6,5,11306.0
1304,5519033,https://www.google.com/patents/US5519033,Azabicyclo derivatives for treatment of urinary incontinence,1996-05-21,"May 21, 1996",1735.0,4.0,0,2,11,37,4,11306.0
1305,5521204,https://www.google.com/patents/US5521204,Benzimidazole anthelmintic agents,1996-05-28,"May 28, 1996",1736.0,3.0,9,0,3,53,3,11306.0
1306,5521212,https://www.google.com/patents/US5521212,Cyclopropyl N-hydroxyurea and N-hydroxyacetamides which inhibit lipoxygenase,1996-05-28,"May 28, 1996",1737.0,5.0,6,2,3,24,7,11306.0
1307,5521220,https://www.google.com/patents/US5521220,Acyclic ethylenediamine derivatives,1996-05-28,"May 28, 1996",1738.0,1.0,13,21,10,83,6,11306.0
1308,5523413,https://www.google.com/patents/US5523413,"Process for optically active 2-alkyl-2,5-diazabicyclo[2.2.1] heptanes",1996-06-04,"Jun 4, 1996",1739.0,2.0,2,0,0,14,3,11306.0
1309,5525506,https://www.google.com/patents/US5525506,Process for production of avermectins and cultures therefor,1996-06-11,"Jun 11, 1996",1740.0,3.0,23,31,16,13,3,11306.0
1310,5527808,https://www.google.com/patents/US5527808,Fused tricyclic nitrogen containing heterocycles,1996-06-18,"Jun 18, 1996",1741.0,2.0,5,1,6,10,6,11306.0
1311,5527912,https://www.google.com/patents/US5527912,Intermediates for 2-piperidino-1-alkanol derivatives,1996-06-18,"Jun 18, 1996",1742.0,1.0,9,6,4,32,4,11306.0
1312,5529789,https://www.google.com/patents/US5529789,Method of producing porous delivery devices,1996-06-25,"Jun 25, 1996",1743.0,1.0,12,0,26,8,6,11306.0
1313,5530107,https://www.google.com/patents/US5530107,Method for making steroidal peracyl glycosides,1996-06-25,"Jun 25, 1996",1744.0,5.0,8,16,2,5,4,11306.0
1314,5534626,https://www.google.com/patents/US5534626,1-arylethyl-3-substituted piperidines,1996-07-09,"Jul 9, 1996",1745.0,3.0,32,4,2,22,4,11306.0
1315,5536496,https://www.google.com/patents/US5536496,Pasteurella multocida toxoid vaccines,1996-07-16,"Jul 16, 1996",1746.0,4.0,0,60,10,28,5,11306.0
1316,5536715,https://www.google.com/patents/US5536715,Combinations of anthelmintically active agents,1996-07-16,"Jul 16, 1996",1747.0,1.0,5,2,9,31,5,11306.0
1317,5536722,https://www.google.com/patents/US5536722,Triazine derivatives for enhancing antitumor activity,1996-07-16,"Jul 16, 1996",1748.0,4.0,5,17,25,16,5,11306.0
1318,5538984,https://www.google.com/patents/US5538984,Methods of using piperidyl-benzisoxazole and benisothiazole derivatives as cholinesterase inhibitors,1996-07-23,"Jul 23, 1996",1749.0,3.0,2,0,20,32,3,11306.0
1319,5538990,https://www.google.com/patents/US5538990,Benzimidazole anthelmintics,1996-07-23,"Jul 23, 1996",1750.0,3.0,11,0,6,40,6,11306.0
1320,5539128,https://www.google.com/patents/US5539128,"Processes and intermediates for preparing cis(+)3-[4,6-dihydroxy chroman-3-ylmethyl]-4-methoxyaniline",1996-07-23,"Jul 23, 1996",1751.0,1.0,2,4,0,11,5,11306.0
1321,5541203,https://www.google.com/patents/US5541203,Triazole antifungal agents,1996-07-30,"Jul 30, 1996",1752.0,3.0,10,1,2,28,6,11306.0
1322,5541218,https://www.google.com/patents/US5541218,Indolinyl N-hydroxyurea and N-hydroxamic acid derivatives as lipoxygenase inhibitors,1996-07-30,"Jul 30, 1996",1753.0,2.0,5,0,3,5,6,11306.0
1323,5543411,https://www.google.com/patents/US5543411,Hydroxylated metabolites and derivatives of doxazosin as anti-atherosclerosis agents,1996-08-06,"Aug 6, 1996",1754.0,2.0,3,10,3,9,3,11306.0
1324,5543419,https://www.google.com/patents/US5543419,Quinuclidine esters process and intermediate for their preparation and pharmaceutical compositions containing them,1996-08-06,"Aug 6, 1996",1755.0,2.0,2,6,7,23,7,11306.0
1325,5545624,https://www.google.com/patents/US5545624,Derivatives of 16-membered ring antibiotic macrolides,1996-08-13,"Aug 13, 1996",1756.0,3.0,13,13,24,8,6,11306.0
1326,5545644,https://www.google.com/patents/US5545644,Indole derivatives,1996-08-13,"Aug 13, 1996",1757.0,2.0,29,25,90,13,8,11306.0
1327,5545656,https://www.google.com/patents/US5545656,2-Oxidole-1-carboxamide pharmaceutical agents for the treatment of alzheimer's disease,1996-08-13,"Aug 13, 1996",1758.0,3.0,8,4,25,27,5,11306.0
1328,5550152,https://www.google.com/patents/US5550152,Benzopyran and related LTB4 antagonists,1996-08-27,"Aug 27, 1996",1759.0,5.0,5,4,9,53,3,11306.0
1329,5552387,https://www.google.com/patents/US5552387,Polycyclic ether antibiotics,1996-09-03,"Sep 3, 1996",1760.0,1.0,3,1,0,9,5,11306.0
1330,5552412,https://www.google.com/patents/US5552412,"5-substitued-6-cyclic-5,6,7,8-tetrahydronaphthalen2-ol compounds which are useful for treating osteoporosis",1996-09-03,"Sep 3, 1996",1761.0,3.0,6,13,165,65,4,11306.0
1331,5552424,https://www.google.com/patents/US5552424,Isoxazolines as antiinflammatory agents,1996-09-03,"Sep 3, 1996",1762.0,2.0,4,0,9,10,4,11306.0
1332,5552435,https://www.google.com/patents/US5552435,Benzopyran and related LTB antagonists,1996-09-03,"Sep 3, 1996",1763.0,1.0,4,2,9,79,4,11306.0
1333,5552548,https://www.google.com/patents/US5552548,Enantioselective oxazaborolidine catalysts,1996-09-03,"Sep 3, 1996",1764.0,1.0,3,16,13,36,5,11306.0
1334,5553613,https://www.google.com/patents/US5553613,Non invasive blood analyte sensor,1996-09-10,"Sep 10, 1996",1765.0,1.0,14,2,80,9,5,11306.0
1335,5556868,https://www.google.com/patents/US5556868,Antiparasitic avermectin and milbemycin derivatives,1996-09-17,"Sep 17, 1996",1766.0,1.0,21,9,13,17,6,11306.0
1336,5559129,https://www.google.com/patents/US5559129,Indole derivatives,1996-09-24,"Sep 24, 1996",1767.0,2.0,29,31,18,13,5,11306.0
1337,5559246,https://www.google.com/patents/US5559246,Indole derivatives,1996-09-24,"Sep 24, 1996",1768.0,1.0,29,24,18,10,4,11306.0
1338,5560859,https://www.google.com/patents/US5560859,Post foaming gel shaving composition,1996-10-01,"Oct 1, 1996",1769.0,3.0,14,0,68,23,10,11306.0
1339,5563135,https://www.google.com/patents/US5563135,Desosamino derivatives of macrolides,1996-10-08,"Oct 8, 1996",1770.0,2.0,4,0,2,13,6,11306.0
1340,5563143,https://www.google.com/patents/US5563143,Catechol diether compounds as inhibitors of TNF release,1996-10-08,"Oct 8, 1996",1771.0,2.0,9,6,49,61,6,11306.0
1341,5563259,https://www.google.com/patents/US5563259,Process for making β-O-cellobiosyl steroid derivatives and trimethyl silyl steroid intermediates used therein,1996-10-08,"Oct 8, 1996",1772.0,3.0,14,28,3,9,4,11306.0
1342,5565359,https://www.google.com/patents/US5565359,Cultures for production of B avermectins,1996-10-15,"Oct 15, 1996",1773.0,3.0,23,31,17,13,4,11306.0
1343,5565453,https://www.google.com/patents/US5565453,"Neuroleptic 2-substituted perhydro-1-h-pyrido[1,2-a]pyrazines",1996-10-15,"Oct 15, 1996",1774.0,4.0,7,12,3,10,6,11306.0
1344,5565472,https://www.google.com/patents/US5565472,"4-aryl-3-(heteroarylureido)-1,2-dihydro-2-oxo-quinoline derivatives as antihypercholesterolemic and antiatherosclerotic agents",1996-10-15,"Oct 15, 1996",1775.0,1.0,8,0,18,17,4,11306.0
1345,5567817,https://www.google.com/patents/US5567817,Triazole antifungal agents,1996-10-22,"Oct 22, 1996",1776.0,2.0,4,0,22,36,8,11306.0
1346,5569662,https://www.google.com/patents/US5569662,Quinuclidine derivatives as substance P antagonists,1996-10-29,"Oct 29, 1996",1777.0,3.0,0,2,11,5,5,11306.0
1347,5573946,https://www.google.com/patents/US5573946,Biologically pure culture of Streptomyces hygroscopicus ATCC 53718 capable of producing antibiotic compounds,1996-11-12,"Nov 12, 1996",1778.0,4.0,15,0,18,29,3,11306.0
1348,5574046,https://www.google.com/patents/US5574046,Heteroaryl amines as novel acetylcholinesterase inhibitors,1996-11-12,"Nov 12, 1996",1779.0,2.0,15,14,9,43,4,11306.0
1349,5576199,https://www.google.com/patents/US5576199,Process for production of B avermectins,1996-11-19,"Nov 19, 1996",1780.0,3.0,23,32,17,14,6,11306.0
1350,5576200,https://www.google.com/patents/US5576200,Process for production of avermectin aglycones and cultures therefor,1996-11-19,"Nov 19, 1996",1781.0,3.0,19,29,0,10,5,11306.0
1351,5576317,https://www.google.com/patents/US5576317,NK-1 receptor antagonists and 5HT3 receptor antagonists for the treatment of emesis,1996-11-19,"Nov 19, 1996",1782.0,1.0,1,0,70,38,7,11306.0
1352,5576442,https://www.google.com/patents/US5576442,Process and chiral intermediates for thiazole antidiabetics,1996-11-19,"Nov 19, 1996",1783.0,1.0,4,8,0,13,6,11306.0
1353,5578591,https://www.google.com/patents/US5578591,"2-isocephem and oxacephem derivatives, and use as antibacterial agents",1996-11-26,"Nov 26, 1996",1784.0,3.0,7,0,3,21,7,11306.0
1354,5578592,https://www.google.com/patents/US5578592,Cephalosporin derivatives,1996-11-26,"Nov 26, 1996",1785.0,2.0,3,5,0,13,7,11306.0
1355,5578612,https://www.google.com/patents/US5578612,Indole derivatives,1996-11-26,"Nov 26, 1996",1786.0,2.0,29,22,56,43,6,11306.0
1356,5583015,https://www.google.com/patents/US5583015,Process for production of avermectins,1996-12-10,"Dec 10, 1996",1787.0,3.0,23,32,18,17,6,11306.0
1357,5583029,https://www.google.com/patents/US5583029,Cultures for production of avermectin aglycones,1996-12-10,"Dec 10, 1996",1788.0,3.0,19,30,18,10,5,11306.0
1358,5583137,https://www.google.com/patents/US5583137,Heterocyclic compounds for enhancing antitumor activity,1996-12-10,"Dec 10, 1996",1789.0,4.0,2,10,4,19,3,11306.0
1359,5589366,https://www.google.com/patents/US5589366,Process for producing antiparasitic macrolide antibiotics,1996-12-31,"Dec 31, 1996",1790.0,4.0,14,0,0,25,3,11306.0
1360,5589482,https://www.google.com/patents/US5589482,Benzo-thiophene estrogen agonists to treat prostatic hyperplasia,1996-12-31,"Dec 31, 1996",1791.0,1.0,20,18,12,28,5,11306.0
1361,5591742,https://www.google.com/patents/US5591742,Pyridopyrimidinone antianginal agents,1997-01-07,"Jan 7, 1997",1792.0,2.0,7,0,38,13,6,12504.0
1362,5593997,https://www.google.com/patents/US5593997,"4-aminopyrazolo(3-,4-D)pyrimidine and 4-aminopyrazolo-(3,4-D)pyridine tyrosine kinase inhibitors",1997-01-14,"Jan 14, 1997",1793.0,3.0,2,6,255,10,6,12504.0
1363,5594002,https://www.google.com/patents/US5594002,Benzazabicyclic carbamates as novel cholinesterase inhibitors,1997-01-14,"Jan 14, 1997",1794.0,1.0,2,8,1,8,5,12504.0
1364,5594007,https://www.google.com/patents/US5594007,Method for treating spinal cord trauma with phenolic 2-piperidino-1-alkanols,1997-01-14,"Jan 14, 1997",1795.0,1.0,13,14,23,13,7,12504.0
1365,5594014,https://www.google.com/patents/US5594014,Indole derivatives as 5-HT1 agonists,1997-01-14,"Jan 14, 1997",1796.0,2.0,11,8,13,25,6,12504.0
1366,5596001,https://www.google.com/patents/US5596001,4-aryl-3-(heteroarylureido)quinoline derivatves,1997-01-21,"Jan 21, 1997",1797.0,1.0,5,1,62,23,6,12504.0
1367,5596013,https://www.google.com/patents/US5596013,Dihydro pyrazolopyrroles,1997-01-21,"Jan 21, 1997",1798.0,1.0,0,4,23,12,5,12504.0
1368,5597826,https://www.google.com/patents/US5597826,Compositions containing sertraline and a 5-HT1D receptor agonist or antagonist,1997-01-28,"Jan 28, 1997",1799.0,5.0,3,13,87,52,6,12504.0
1369,5599559,https://www.google.com/patents/US5599559,Calcium channel blocking polypeptide from agelenopsis aperta and therapeutic methods employing it,1997-02-04,"Feb 4, 1997",1800.0,4.0,5,4,2,21,3,12504.0
1370,5602012,https://www.google.com/patents/US5602012,"Microbiological process for making UK-61,689",1997-02-11,"Feb 11, 1997",1801.0,2.0,5,0,0,22,8,12504.0
1371,5602117,https://www.google.com/patents/US5602117,Cephalosporin compounds,1997-02-11,"Feb 11, 1997",1802.0,2.0,6,2,1,16,8,12504.0
1372,5603953,https://www.google.com/patents/US5603953,Supported liquid membrane delivery devices,1997-02-18,"Feb 18, 1997",1803.0,4.0,16,40,42,27,6,12504.0
1373,5604214,https://www.google.com/patents/US5604214,Reduction of boar odor in meat,1997-02-18,"Feb 18, 1997",1804.0,5.0,7,4,2,6,7,12504.0
1374,5604241,https://www.google.com/patents/US5604241,Substituted benzylaminoquinuclidines as substance P antagonists,1997-02-18,"Feb 18, 1997",1805.0,3.0,2,2,7,8,6,12504.0
1375,5604252,https://www.google.com/patents/US5604252,Azanorbornane derivatives,1997-02-18,"Feb 18, 1997",1806.0,1.0,6,11,6,43,6,12504.0
1376,5605889,https://www.google.com/patents/US5605889,Method of administering azithromycin,1997-02-25,"Feb 25, 1997",1807.0,3.0,8,20,126,26,4,12504.0
1377,5606041,https://www.google.com/patents/US5606041,Process for steroidal peracyl glycosides,1997-02-25,"Feb 25, 1997",1808.0,5.0,16,38,0,12,4,12504.0
1378,5607950,https://www.google.com/patents/US5607950,Muscarinic receptor antagonists,1997-03-04,"Mar 4, 1997",1809.0,3.0,7,2,34,28,4,12504.0
1379,5607951,https://www.google.com/patents/US5607951,Indole derivatives,1997-03-04,"Mar 4, 1997",1810.0,2.0,29,29,43,13,5,12504.0
1380,5607959,https://www.google.com/patents/US5607959,Oxindole 1-[N-(alkoxycarbonyl) ] carboxamides and 1-(N-carboxamido) carboxamides as antiinflammatory agents,1997-03-04,"Mar 4, 1997",1811.0,1.0,10,0,6,29,5,12504.0
1381,5607960,https://www.google.com/patents/US5607960,Indole derivatives as 5-HT1-like agonists for use in migraine,1997-03-04,"Mar 4, 1997",1812.0,1.0,3,8,24,49,6,12504.0
1382,5608071,https://www.google.com/patents/US5608071,Synthesis of 3-bromo-5-chloro-2-alkyl-pyridine derivatives,1997-03-04,"Mar 4, 1997",1813.0,1.0,14,2,5,6,4,12504.0
1383,5609590,https://www.google.com/patents/US5609590,PH-triggered osmotic bursting delivery devices,1997-03-11,"Mar 11, 1997",1814.0,2.0,24,4,50,22,6,12504.0
1384,5612059,https://www.google.com/patents/US5612059,Use of asymmetric membranes in delivery devices,1997-03-18,"Mar 18, 1997",1815.0,6.0,61,10,162,23,5,12504.0
1385,5612316,https://www.google.com/patents/US5612316,Fluorosugar derivatives of macrolides,1997-03-18,"Mar 18, 1997",1816.0,1.0,6,0,11,18,6,12504.0
1386,5616328,https://www.google.com/patents/US5616328,Method of preparing gram-negative bacterial vaccines,1997-04-01,"Apr 1, 1997",1817.0,3.0,7,1,11,12,8,12504.0
1387,5616585,https://www.google.com/patents/US5616585,Pyridopyrazine derivatives for treating alcohol and nicotine abuse and addiction,1997-04-01,"Apr 1, 1997",1818.0,1.0,2,9,4,17,5,12504.0
1388,5616687,https://www.google.com/patents/US5616687,Coupling reagent and method,1997-04-01,"Apr 1, 1997",1819.0,1.0,1,23,3,54,4,12504.0
1389,5616828,https://www.google.com/patents/US5616828,Apparatus and method for testing hydrophobic filters,1997-04-01,"Apr 1, 1997",1820.0,1.0,9,0,17,7,4,12504.0
1390,5618808,https://www.google.com/patents/US5618808,Benzothiazepine and benzoxazepine derivatives as cholecystokinin receptor antagonists,1997-04-08,"Apr 8, 1997",1821.0,1.0,3,6,6,23,6,12504.0
1391,5618811,https://www.google.com/patents/US5618811,Tetrahydro-1H-benzazepinones and hexahydroazepinones as selective cholecystokinin-B receptor antagonists,1997-04-08,"Apr 8, 1997",1822.0,2.0,2,0,19,15,6,12504.0
1392,5618834,https://www.google.com/patents/US5618834,Indole derivatives in the treatment of emesis,1997-04-08,"Apr 8, 1997",1823.0,1.0,1,2,2,12,5,12504.0
1393,5618941,https://www.google.com/patents/US5618941,Benzenealkanoic acids for cardiovascular diseases,1997-04-08,"Apr 8, 1997",1824.0,3.0,4,0,7,43,6,12504.0
1394,5618970,https://www.google.com/patents/US5618970,Hydrogenation,1997-04-08,"Apr 8, 1997",1825.0,1.0,5,1,3,12,6,12504.0
1395,5620874,https://www.google.com/patents/US5620874,Process for producing parasiticidal milbemycin derivatives by culturing streptomyces,1997-04-15,"Apr 15, 1997",1826.0,4.0,9,4,0,32,5,12504.0
1396,5621084,https://www.google.com/patents/US5621084,Process for removal of allyl group or allyloxycarbonyl group,1997-04-15,"Apr 15, 1997",1827.0,3.0,6,1,4,46,4,12504.0
1397,5624929,https://www.google.com/patents/US5624929,Pyrroloquinoline and pyrrolophenothiazine carboxamides and related compounds,1997-04-29,"Apr 29, 1997",1828.0,3.0,0,2,1,19,4,12504.0
1398,5624951,https://www.google.com/patents/US5624951,4-hydroxy coumarin derivatives with antibacterial activity,1997-04-29,"Apr 29, 1997",1829.0,3.0,3,2,1,21,3,12504.0
1399,5627154,https://www.google.com/patents/US5627154,Calcium channel blocking polypeptides from Heteropoda venatoria,1997-05-06,"May 6, 1997",1830.0,3.0,0,4,0,18,4,12504.0
1400,5627200,https://www.google.com/patents/US5627200,"β3 -Adrenoceptor agonists and antagonists for the treatment of intestinal motility disorders, depression, prostate disease and dyslipidemia",1997-05-06,"May 6, 1997",1831.0,2.0,15,14,54,38,6,12504.0
1401,5629295,https://www.google.com/patents/US5629295,Steroidal glycosides for treating hypercholesterolemia,1997-05-13,"May 13, 1997",1832.0,2.0,19,72,25,16,5,12504.0
1402,5631235,https://www.google.com/patents/US5631235,2-Aminosugar derivatives of macrolides,1997-05-20,"May 20, 1997",1833.0,2.0,5,0,1,18,5,12504.0
1403,5633006,https://www.google.com/patents/US5633006,Taste-masking composition of bitter pharmaceutical agents,1997-05-27,"May 27, 1997",1834.0,2.0,11,2,99,22,5,12504.0
1404,5635501,https://www.google.com/patents/US5635501,Alphalosporins and 1-carba-1-dethia cephalosporins,1997-06-03,"Jun 3, 1997",1835.0,4.0,5,2,0,22,8,12504.0
1405,5637713,https://www.google.com/patents/US5637713,"Process for preparing trans-piperidine-2,5-dicarboxylates",1997-06-10,"Jun 10, 1997",1836.0,1.0,4,10,0,5,5,12504.0
1406,5639752,https://www.google.com/patents/US5639752,Indole derivatives,1997-06-17,"Jun 17, 1997",1837.0,1.0,10,14,24,88,6,12504.0
1407,5639757,https://www.google.com/patents/US5639757,"4-aminopyrrolo[2,3-d]pyrimidines as tyrosine kinase inhibitors",1997-06-17,"Jun 17, 1997",1838.0,2.0,3,6,70,4,6,12504.0
1408,5639779,https://www.google.com/patents/US5639779,Indole derivatives as 5-HT1-like agonists,1997-06-17,"Jun 17, 1997",1839.0,2.0,13,5,7,18,6,12504.0
1409,5641789,https://www.google.com/patents/US5641789,Sulfonamide derivatives of benzenefused hydroxy substituted cycloalkyl and heterocyclic ring compounds,1997-06-24,"Jun 24, 1997",1840.0,1.0,3,0,18,45,5,12504.0
1410,5643730,https://www.google.com/patents/US5643730,Process for detecting specific mRNA and DNA in cells,1997-07-01,"Jul 1, 1997",1841.0,3.0,29,26,24,19,4,12504.0
1411,5643886,https://www.google.com/patents/US5643886,Avermectins and milbemycins to treat parasitic infestations in dogs,1997-07-01,"Jul 1, 1997",1842.0,1.0,5,1,0,8,7,12504.0
1412,5643902,https://www.google.com/patents/US5643902,Veterinary treatment,1997-07-01,"Jul 1, 1997",1843.0,1.0,5,8,2,8,5,12504.0
1413,5643904,https://www.google.com/patents/US5643904,Substituted hexahdryoazepinones and tetrahydrobenzazepinones,1997-07-01,"Jul 1, 1997",1844.0,2.0,1,0,2,15,5,12504.0
1414,5645647,https://www.google.com/patents/US5645647,Modified polydextrose and process therefor,1997-07-08,"Jul 8, 1997",1845.0,3.0,11,15,17,35,7,12504.0
1415,5646152,https://www.google.com/patents/US5646152,Methods of administering CRF antagonists,1997-07-08,"Jul 8, 1997",1846.0,3.0,10,7,6,52,4,12504.0
1416,5648502,https://www.google.com/patents/US5648502,Regioselective synthesis of 4-chloro-2-thiophenecarboxylic acid,1997-07-15,"Jul 15, 1997",1847.0,2.0,7,6,1,17,4,12504.0
