,patent_no,url,title,issue_date,date,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
2988,7375229,https://www.google.com/patents/US7375229,"Dihydro-dibenzo[B,E]oxepine based selective estrogen receptor modulators, compositions and methods",5/20/08,20-May-08,1,4,1,0,31,3
2989,7378447,https://www.google.com/patents/US7378447,Muscarinic agonists,5/27/08,27-May-08,4,6,0,0,31,5
2990,7378448,https://www.google.com/patents/US7378448,Diphenylether amide derivatives as opioid receptor antagonists,5/27/08,27-May-08,3,21,4,7,90,6
2991,7381719,https://www.google.com/patents/US7381719,Diaryl ethers as opioid receptor antagonist,6/3/08,3-Jun-08,10,13,2,13,96,4
2992,7381750,https://www.google.com/patents/US7381750,Amino-phenoxymethyl-benzamide opioid receptor antagonists,6/3/08,3-Jun-08,2,9,2,7,10,6
2993,7381826,https://www.google.com/patents/US7381826,"Crystalline forms of {2-[1-(3,5-bis-trifluoromethyl-benzyl)-5-pyridin-4-yl-1H-[1,2,3]triazol-4-yl]-pyridin-3-yl}-(2-chlorophenyl)-methanone",6/3/08,3-Jun-08,8,4,1,1,11,4
2994,7384934,https://www.google.com/patents/US7384934,Piperazine substituted aryl benzodiazepines,6/10/08,10-Jun-08,10,6,3,0,15,3
2995,7384941,https://www.google.com/patents/US7384941,2-(phenoxymethyl)-and 2-(phenylthiomethyl)-morpholine derivatives for use as selective norepinephrine reuptake inhibitors,6/10/08,10-Jun-08,5,11,3,34,7,4
2996,7384965,https://www.google.com/patents/US7384965,Fused heterocyclic derivatives as PPAR modulators,6/10/08,10-Jun-08,3,5,1,2,41,5
2997,7384983,https://www.google.com/patents/US7384983,Inhibitor of monoamine uptake,6/10/08,10-Jun-08,4,4,3,2,28,5
2998,7390801,https://www.google.com/patents/US7390801,"Cycloalkyl, lactam, lactone and related compounds, pharmaceutical compositions comprising same, and methods for inhibiting ‘_-amyloid peptide release and/or its synthesis by use of such compounds",6/24/08,24-Jun-08,13,12,0,0,47,3
2999,7393868,https://www.google.com/patents/US7393868,AMPA receptor potentiators,7/1/08,1-Jul-08,6,10,1,3,27,3
3000,7396846,https://www.google.com/patents/US7396846,Growth hormone secretagogues,7/8/08,8-Jul-08,4,49,10,0,22,4
3001,7396850,https://www.google.com/patents/US7396850,Pyrazole derivative as PPAR modulator,7/8/08,8-Jul-08,4,7,0,0,29,4
3002,7396943,https://www.google.com/patents/US7396943,Opioid receptor antagonists,7/8/08,8-Jul-08,4,4,0,12,13,6
3003,7399774,https://www.google.com/patents/US7399774,6-substituted nicotinamide derivatives as opioid receptor antagonists,7/15/08,15-Jul-08,3,7,0,13,23,3
3004,7399867,https://www.google.com/patents/US7399867,Selective estrogen receptor modulators containing a phenylsulfonyl group,7/15/08,15-Jul-08,1,18,2,2,27,4
3005,7405299,https://www.google.com/patents/US7405299,Compounds as pharmaceutical agents,7/29/08,29-Jul-08,14,7,2,6,11,5
3006,7405305,https://www.google.com/patents/US7405305,"Pyrrole-2, 5dione derivatives and their used as GSK-3 inhibitors",7/29/08,29-Jul-08,16,11,3,3,48,5
3007,7410982,https://www.google.com/patents/US7410982,Propanamine derivatives as serotonin and norepinephrine reuptake inhibitors,8/12/08,12-Aug-08,12,5,2,0,30,4
3008,7410996,https://www.google.com/patents/US7410996,"3-aryloxy/thio-2,3-substituted propanamines and their use in inhibiting serotonin and norepinephrine reuptake",8/12/08,12-Aug-08,12,12,2,0,32,4
3009,7411072,https://www.google.com/patents/US7411072,Tricyclic steroid hormone nuclear receptor modulators,8/12/08,12-Aug-08,8,36,18,8,316,3
3010,7414063,https://www.google.com/patents/US7414063,Inhibitors of Akt (protein kinase B),8/19/08,19-Aug-08,10,10,0,1,29,4
3011,7414132,https://www.google.com/patents/US7414132,Opioid receptor antagonists,8/19/08,19-Aug-08,5,7,3,16,32,6
3012,7417064,https://www.google.com/patents/US7417064,3-aryloxy/thio-3-substituted propanamines and their use in inhibiting serotonin and norepinephrine reuptake,8/26/08,26-Aug-08,12,14,3,0,15,4
3013,7423037,https://www.google.com/patents/US7423037,Morpholine derivatives as norepinephrine reuptake inhibitors,9/9/08,9-Sep-08,6,9,3,0,9,6
3014,7423050,https://www.google.com/patents/US7423050,Pyridinoylpiperidines as 5-HT1F agonists,9/9/08,9-Sep-08,9,24,5,9,32,5
3015,7425544,https://www.google.com/patents/US7425544,Modulation of eIF4E expression,9/16/08,16-Sep-08,5,4,26,10,29,6
3016,7427275,https://www.google.com/patents/US7427275,Medication dispensing apparatus with triple screw threads for mechanical advantage,9/23/08,23-Sep-08,5,47,1,54,22,2
3017,7427632,https://www.google.com/patents/US7427632,Factor Xa inhibitors,9/23/08,23-Sep-08,3,8,2,0,47,5
3018,7432280,https://www.google.com/patents/US7432280,3-aminopiperidines and 3-aminoquinuclidines as inhibitors of monoamine uptake,10/7/08,7-Oct-08,10,4,3,2,20,4
3019,7439322,https://www.google.com/patents/US7439322,Glycopeptides produced using Amycolatopsis orientalis glycosyltransferase gtfE,10/21/08,21-Oct-08,3,1,4,0,8,3
3020,7442812,https://www.google.com/patents/US7442812,Substituted benzopyrans as selective estrogen receptor-beta agonists,10/28/08,28-Oct-08,3,14,13,1,15,5
3021,7449457,https://www.google.com/patents/US7449457,Substituted heterocyclic carboxamides with antithrombotic activity,11/11/08,11-Nov-08,10,26,3,0,30,4
3022,7449477,https://www.google.com/patents/US7449477,7-phenyl-isoquinoline-5-sulfonylamino derivatives as inhibitors of akt (protein kinase B),11/11/08,11-Nov-08,7,11,1,28,23,4
3023,7452966,https://www.google.com/patents/US7452966,GLP-1 analog fusion proteins,11/18/08,18-Nov-08,4,1,2,8,15,7
3024,7456221,https://www.google.com/patents/US7456221,Prodrugs of excitatory amino acids,11/25/08,25-Nov-08,4,13,23,0,6,4
3025,7462647,https://www.google.com/patents/US7462647,Pentalfluoroalkanesulfinyl naphthalenes and related estrogen receptor modulators,12/9/08,9-Dec-08,2,7,3,0,14,4
3026,7468365,https://www.google.com/patents/US7468365,Lactam compound,12/23/08,23-Dec-08,8,9,2,7,7,5
3027,7468449,https://www.google.com/patents/US7468449,Phenyl-furan compounds as vitamin D receptor modulators,12/23/08,23-Dec-08,6,10,7,0,6,4
3028,7470705,https://www.google.com/patents/US7470705,Compounds and methods for treating dyslipidemia,12/30/08,30-Dec-08,10,13,2,3,14,4
3029,7479271,https://www.google.com/patents/US7479271,Humanized anti-ghrelin antibodies,1/20/09,20-Jan-09,3,4,9,0,16,4
3030,7482321,https://www.google.com/patents/US7482321,Extended glucagon-like peptide-1 analogs,1/27/09,27-Jan-09,4,3,5,2,13,2
3031,7482344,https://www.google.com/patents/US7482344,Tricyclic steroid hormone nuclear receptor modulators,1/27/09,27-Jan-09,5,13,16,1,51,3
3032,7488728,https://www.google.com/patents/US7488728,Pyridinylmorpholine derivatives,2/10/09,10-Feb-09,2,9,2,1,13,4
3033,7491697,https://www.google.com/patents/US7491697,Muteins of fibroblast growth factor 21,2/17/09,17-Feb-09,8,13,1,49,11,3
3034,7491716,https://www.google.com/patents/US7491716,Purine derivatives as kinase inhibitors,2/17/09,17-Feb-09,1,9,0,6,19,2
3035,7494651,https://www.google.com/patents/US7494651,TGF-‘_ binding antibodies,2/24/09,24-Feb-09,3,1,6,8,22,3
3036,7498308,https://www.google.com/patents/US7498308,Method of treating a subject suffering stroke comprising administering Glucagon-like peptide-1 analogs,3/3/09,3-Mar-09,2,14,4,0,17,3
3037,7501441,https://www.google.com/patents/US7501441,"Naphthyl compounds, intermediates, processes, compositions, and methods",3/10/09,10-Mar-09,7,18,31,1,31,3
3038,7504433,https://www.google.com/patents/US7504433,Thiophene derivative PPAR modulators,3/17/09,17-Mar-09,3,3,2,0,11,4
3039,7507832,https://www.google.com/patents/US7507832,Triazole PPAR modulators,3/24/09,24-Mar-09,6,6,9,2,20,4
3040,7511056,https://www.google.com/patents/US7511056,TGF-‘_ inhibitors,3/31/09,31-Mar-09,6,3,0,1,15,4
3041,7511065,https://www.google.com/patents/US7511065,Mixed lineage kinase modulators,3/31/09,31-Mar-09,6,9,0,0,8,4
3042,7511066,https://www.google.com/patents/US7511066,Antithrombotic aromatic ethers,3/31/09,31-Mar-09,12,27,1,0,43,4
3043,7517334,https://www.google.com/patents/US7517334,Medication dispensing apparatus with spring-driven locking feature enabled by administration of final dose,4/14/09,14-Apr-09,3,69,0,19,19,3
3044,7521462,https://www.google.com/patents/US7521462,4-Amino-piperidine derivatives as monoamine uptake inhibitors,4/21/09,21-Apr-09,7,17,1,0,27,3
3045,7528160,https://www.google.com/patents/US7528160,Fused heterocyclic derivatives as PPAR modulators,5/5/09,5-May-09,7,5,2,2,41,4
3046,7531557,https://www.google.com/patents/US7531557,Diaryl ethers as opioid receptor antagonists,5/12/09,12-May-09,1,12,35,5,72,2
3047,7538232,https://www.google.com/patents/US7538232,Process for the asymmetric synthesis of duloxetine,5/26/09,26-May-09,3,5,1,13,4,3
3048,7541344,https://www.google.com/patents/US7541344,Modulation of survivin expression,6/2/09,2-Jun-09,3,36,42,60,22,3
3049,7544707,https://www.google.com/patents/US7544707,Bicyclic derivatives as PPAR modulators,6/9/09,9-Jun-09,4,6,1,5,10,4
3050,7544812,https://www.google.com/patents/US7544812,Peroxisome proliferator activated receptor agonists,6/9/09,9-Jun-09,7,7,18,2,35,4
3051,7547691,https://www.google.com/patents/US7547691,[4-(Benzo[B]thiophen-2-yl) Pyrimidin-2-yl]-amine derivatives as IKK-beta inhibitors for the treatment of cancer and inflammatory diseases,6/16/09,16-Jun-09,6,2,3,2,10,4
3052,7550428,https://www.google.com/patents/US7550428,Echinocandin/carbohydrate complexes,6/23/09,23-Jun-09,4,95,16,0,19,2
3053,7550434,https://www.google.com/patents/US7550434,Stabilized teriparatide solutions,6/23/09,23-Jun-09,2,26,26,3,19,3
3054,7556960,https://www.google.com/patents/US7556960,Pseudomycin production by pseudomonas syringae,7/7/09,7-Jul-09,9,6,8,0,14,4
3055,7557103,https://www.google.com/patents/US7557103,Imidazopyridazine compounds,7/7/09,7-Jul-09,6,3,3,3,7,4
3056,7557183,https://www.google.com/patents/US7557183,Polyethylene glycol linked GLP-1 compounds,7/7/09,7-Jul-09,6,10,1,22,19,4
3057,7560463,https://www.google.com/patents/US7560463,Diaryl ethers as opioid receptor antagonists,7/14/09,14-Jul-09,2,20,16,5,72,4
3058,7566803,https://www.google.com/patents/US7566803,Vitamin D receptor modulators,7/28/09,28-Jul-09,1,11,3,4,81,2
3059,7576094,https://www.google.com/patents/US7576094,Spiro derivatives as lipoxygenase inhibitors,8/18/09,18-Aug-09,8,99,13,8,32,5
3060,7576108,https://www.google.com/patents/US7576108,Substituted arylcyclopropylacetamides as glucokinase activators,8/18/09,18-Aug-09,6,4,0,5,30,3
3061,7576190,https://www.google.com/patents/US7576190,FGF-21 fusion proteins,8/18/09,18-Aug-09,5,8,2,24,17,3
3062,RE40876,https://www.google.com/patents/USRE40876,Method for treating non-insulin dependent diabetes using thiazolidinediones with glucagonlike peptide-1 and agonists thereof,8/18/09,18-Aug-09,4,11,12,0,13,2
3063,7579488,https://www.google.com/patents/US7579488,Vitamin D receptor modulators,8/25/09,25-Aug-09,7,14,18,0,15,5
3064,7582607,https://www.google.com/patents/US7582607,Muteins of fibroblast growth factor 21,9/1/09,1-Sep-09,3,12,6,23,10,2
3065,7582608,https://www.google.com/patents/US7582608,Selective VPAC2 receptor peptide agonists,9/1/09,1-Sep-09,3,18,17,6,11,5
3066,7582638,https://www.google.com/patents/US7582638,Pyrazole-isoquinoline urea derivatives as p38 kinase inhibitors,9/1/09,1-Sep-09,7,3,1,2,12,3
3067,7582652,https://www.google.com/patents/US7582652,Kinase inhibitors,9/1/09,1-Sep-09,10,17,0,4,8,2
3068,7582762,https://www.google.com/patents/US7582762,"Salt and crystalline forms of (2R)-anti-5-{3-[4-(10,11-difluoromethanodibenzosuber-5-YL)piperazin-1-YL]-2-hydroxypropoxy}quinoline",9/1/09,1-Sep-09,2,3,2,0,19,4
3069,7582775,https://www.google.com/patents/US7582775,Vitamin D receptor modulators,9/1/09,1-Sep-09,7,15,8,4,9,4
3070,7585885,https://www.google.com/patents/US7585885,Pyrrolidine derivatives useful as BACE inhibitors,9/8/09,8-Sep-09,2,7,3,6,31,2
3071,7585977,https://www.google.com/patents/US7585977,Selective estrogen receptor modulators containing a phenylsulfonyl group,9/8/09,8-Sep-09,9,18,2,0,27,2
3072,7585985,https://www.google.com/patents/US7585985,Substituted benzopyrans as selective estrogen receptor-beta agonists,9/8/09,8-Sep-09,3,17,13,0,15,2
3073,7595315,https://www.google.com/patents/US7595315,Morpholine derivatives as norepinephrine reuptake inhibitors,9/29/09,29-Sep-09,3,3,0,0,15,4
3074,7595339,https://www.google.com/patents/US7595339,CB1 modulator compounds,9/29/09,29-Sep-09,9,25,7,3,62,1
3075,7595345,https://www.google.com/patents/US7595345,Vitamin D receptor modulators,9/29/09,29-Sep-09,7,17,7,2,26,4
3076,7595403,https://www.google.com/patents/US7595403,Benzisothiazol-3-one-carboxylic acid amides as phospholipase inhibitors,9/29/09,29-Sep-09,6,6,5,25,9,4
3077,7598222,https://www.google.com/patents/US7598222,Process for solubilizing glucagon-like peptide 1 compounds,10/6/09,6-Oct-09,4,5,3,13,12,4
3078,7598266,https://www.google.com/patents/US7598266,Fused heterocyclic derivatives as PPAR modulators,10/6/09,6-Oct-09,3,6,2,0,37,3
3079,7598423,https://www.google.com/patents/US7598423,Potentiators of glutamate receptors,10/6/09,6-Oct-09,9,15,8,0,62,3
3080,7601700,https://www.google.com/patents/US7601700,Modulation of eIF4E expression,10/13/09,13-Oct-09,5,4,27,2,29,4
3081,7601738,https://www.google.com/patents/US7601738,Excitatory amino acid receptor antagonists,10/13/09,13-Oct-09,3,9,19,0,19,3
3082,7601850,https://www.google.com/patents/US7601850,Phenyl-thiophene type vitamin D receptor modulators,10/13/09,13-Oct-09,11,17,26,1,55,5
3083,7608629,https://www.google.com/patents/US7608629,"(Piperidinyloxy)phenyl, (piperidinyloxy)pyridinyl, (piperidinylsulfanyl)phenyl and (piperidinylsulfanyl)pyridinyl compounds as 5-HT1F agonists",10/27/09,27-Oct-09,9,39,23,4,28,4
3084,7608639,https://www.google.com/patents/US7608639,Phenoxyether derivatives as PPAR modulators,10/27/09,27-Oct-09,4,7,3,0,38,4
3085,7608749,https://www.google.com/patents/US7608749,Monitoring APP cleavage in transgenic rodents comprising an APP Swedish mutation,10/27/09,27-Oct-09,3,46,106,0,34,3
3086,7612067,https://www.google.com/patents/US7612067,Imidazopyridazine compounds,11/3/09,3-Nov-09,10,4,2,2,21,2
3087,7615568,https://www.google.com/patents/US7615568,Antithrombotic ethers,11/10/09,10-Nov-09,12,14,1,0,26,5
3088,7615648,https://www.google.com/patents/US7615648,Aminomethyl-azacycle derivatives as inhibitors of monoamine uptake,11/10/09,10-Nov-09,4,2,2,0,12,4
3089,7618978,https://www.google.com/patents/US7618978,Amides as BACE inhibitors,11/17/09,17-Nov-09,4,8,0,6,43,3
3090,7619069,https://www.google.com/patents/US7619069,Antibodies to TGF-beta 1,11/17/09,17-Nov-09,5,14,9,1,14,2
3091,7619096,https://www.google.com/patents/US7619096,3-Aminopyrrolidines as inhibitors of monoamine uptake,11/17/09,17-Nov-09,10,9,3,2,18,4
3092,7622445,https://www.google.com/patents/US7622445,Muteins of fibroblast growth factor 21,11/24/09,24-Nov-09,3,8,3,17,11,2
3093,7625932,https://www.google.com/patents/US7625932,Pyrrole and pyrazole derivatives as potentiators of glutamate receptors,12/1/09,1-Dec-09,14,4,4,1,49,2
3094,7629313,https://www.google.com/patents/US7629313,Immunomodulatory polymeric antigens for treating inflammatory pathologies,12/8/09,8-Dec-09,3,1,5,1,30,4
3095,7632499,https://www.google.com/patents/US7632499,Anti-myostatin antibodies,12/15/09,15-Dec-09,7,38,44,13,12,4
3096,7632857,https://www.google.com/patents/US7632857,"Histamine H3 receptor agents, preparation and therapeutic uses",12/15/09,15-Dec-09,3,4,4,4,16,3
3097,7635760,https://www.google.com/patents/US7635760,Anti-myostatin antibodies,12/22/09,22-Dec-09,6,38,44,12,16,2
3098,7638123,https://www.google.com/patents/US7638123,Methods of treating diseases with activated protein C,12/29/09,29-Dec-09,5,53,81,0,17,3
3099,7642361,https://www.google.com/patents/US7642361,Thiophene and furan compounds,1/5/10,5-Jan-10,10,3,8,0,13,3
3100,7648983,https://www.google.com/patents/US7648983,BACE inhibitors,1/19/10,19-Jan-10,4,5,2,36,7,2
3101,7652015,https://www.google.com/patents/US7652015,Kinase inhibitors,1/26/10,26-Jan-10,11,2,1,0,13,4
3102,7652064,https://www.google.com/patents/US7652064,AMPA receptor potentiators,1/26/10,26-Jan-10,1,8,1,0,23,2
3103,7655627,https://www.google.com/patents/US7655627,Muteins of fibroblast growth factor 21,2/2/10,2-Feb-10,3,5,2,19,9,4
3104,7655641,https://www.google.com/patents/US7655641,Sulfonamide derivatives as PPAR modulators,2/2/10,2-Feb-10,16,23,18,1,100,4
3105,7659296,https://www.google.com/patents/US7659296,Vitamin D receptor modulators,2/9/10,9-Feb-10,3,12,4,0,9,6
3106,RE41133,https://www.google.com/patents/USRE41133,Glucagon-like peptide-1 crystals,2/16/10,16-Feb-10,3,20,18,4,10,4
3107,7666866,https://www.google.com/patents/US7666866,Antithrombotic diamides,2/23/10,23-Feb-10,10,21,3,0,82,2
3108,7666871,https://www.google.com/patents/US7666871,"Oxazole derivatives as histamine H3 receptor agents, preparation and therapeutic uses",2/23/10,23-Feb-10,9,7,11,0,8,3
3109,7666879,https://www.google.com/patents/US7666879,"Imidazo[1,2-A]pyridine compounds as VEGF-R2 inhibitors",2/23/10,23-Feb-10,12,8,2,1,14,3
3110,7671082,https://www.google.com/patents/US7671082,Prodrugs of excitatory amino acids,3/2/10,2-Mar-10,2,20,15,3,31,1
3111,7678084,https://www.google.com/patents/US7678084,Medication dispensing apparatus with gear set for mechanical advantage,3/16/10,16-Mar-10,2,38,0,63,28,3
3112,7678794,https://www.google.com/patents/US7678794,Potentiators of glutamate receptors,3/16/10,16-Mar-10,8,16,3,0,31,4
3113,7682354,https://www.google.com/patents/US7682354,Dispenser having piezoelectric elements and method of operation,3/23/10,23-Mar-10,6,113,11,2,19,6
3114,7691813,https://www.google.com/patents/US7691813,Cyclic peptide CXCR4 antagonists,4/6/10,6-Apr-10,3,2,4,0,7,2
3115,7691827,https://www.google.com/patents/US7691827,"Amide prodrug of gemcitabine, compositions and use thereof",4/6/10,6-Apr-10,2,13,2,3,6,3
3116,7695454,https://www.google.com/patents/US7695454,Fixed dose medication dispensing device,4/13/10,13-Apr-10,3,22,0,14,18,3
3117,7696234,https://www.google.com/patents/US7696234,"Histamine H3 receptor agents, preparation and therapeutic uses",4/13/10,13-Apr-10,5,9,1,0,22,2
3118,7696248,https://www.google.com/patents/US7696248,"Glucagon receptor antagonists, preparation and therapeutic uses",4/13/10,13-Apr-10,3,6,3,3,8,3
3119,7700628,https://www.google.com/patents/US7700628,Aromatic ether derivatives useful as thrombin inhibitors,4/20/10,20-Apr-10,15,19,3,3,57,4
3120,7704237,https://www.google.com/patents/US7704237,Medication dispensing apparatus configured for rotate to prime and pull/push to inject functionality,4/27/10,27-Apr-10,4,38,0,35,24,1
3121,7704238,https://www.google.com/patents/US7704238,Medication injector apparatus with drive assembly that facilitates reset,4/27/10,27-Apr-10,2,37,1,34,38,1
3122,7705025,https://www.google.com/patents/US7705025,"Histamine H3 receptor agents, preparation and therapeutic uses",4/27/10,27-Apr-10,6,5,0,0,24,3
3123,7709447,https://www.google.com/patents/US7709447,Use of spinosyns for wound healing,5/4/10,4-May-10,2,4,5,0,7,2
3124,7709522,https://www.google.com/patents/US7709522,Kappa selective opioid receptor antagonist,5/4/10,4-May-10,4,25,42,11,8,3
3125,7713979,https://www.google.com/patents/US7713979,Cycloalkyl lactam derivatives as inhibitors of 11-beta-hydroxysteroid dehydrogenase 1,5/11/10,11-May-10,12,5,1,3,34,4
3126,7718705,https://www.google.com/patents/US7718705,Methods of using rapid-onset selective serotonin reuptake inhibitors for treating sexual dysfunction,5/18/10,18-May-10,1,50,63,0,17,4
3127,7728109,https://www.google.com/patents/US7728109,Antagonistic anti-hTNFSF13b human antibodies,6/1/10,1-Jun-10,1,13,33,4,33,2
3128,7728150,https://www.google.com/patents/US7728150,Bicyclic substituted indole-derivative steroid hormone nuclear receptor modulators,6/1/10,1-Jun-10,3,8,2,0,25,2
3129,7740872,https://www.google.com/patents/US7740872,Method of treating cancer cells to create a modified cancer cell that provokes an immunogenic response,6/22/10,22-Jun-10,2,31,9,7,8,2
3130,7744874,https://www.google.com/patents/US7744874,Anti-sclerostin antibodies,6/29/10,29-Jun-10,4,15,17,23,26,3
3131,7745438,https://www.google.com/patents/US7745438,3-(2-acylamino-1-hydroxyethyl)-morpholine derivatives and their use as bace inhibitors,6/29/10,29-Jun-10,12,9,1,5,20,2
3132,7745583,https://www.google.com/patents/US7745583,Anti-myostatin antibodies,6/29/10,29-Jun-10,6,73,45,7,10,2
3133,7749992,https://www.google.com/patents/US7749992,Compounds and methods for treating dislipidemia,7/6/10,6-Jul-10,12,30,1,3,35,5
3134,7750184,https://www.google.com/patents/US7750184,Vitamin D receptor modulators,7/6/10,6-Jul-10,7,14,19,1,34,5
3135,7754742,https://www.google.com/patents/US7754742,Imidazole carboxamides,7/13/10,13-Jul-10,5,14,0,0,10,3
3136,7767674,https://www.google.com/patents/US7767674,Kinase inhibitors,8/3/10,3-Aug-10,9,6,2,0,23,2
3137,7771722,https://www.google.com/patents/US7771722,Assay method for alzheimer's disease,8/10/10,10-Aug-10,5,45,115,10,18,3
3138,7772194,https://www.google.com/patents/US7772194,Pesticidal formulations,8/10/10,10-Aug-10,2,71,85,0,12,2
3139,7772209,https://www.google.com/patents/US7772209,Antifolate combination therapies,8/10/10,10-Aug-10,1,16,45,1,21,8
3140,7772425,https://www.google.com/patents/US7772425,Vitamin D receptor modulators,8/10/10,10-Aug-10,7,13,4,0,84,2
3141,7786108,https://www.google.com/patents/US7786108,Compounds and method for treating dyslipidemia,8/31/10,31-Aug-10,4,15,5,3,31,2
3142,7790744,https://www.google.com/patents/US7790744,Cyclic peptide antifungal agents and process for preparation thereof,9/7/10,7-Sep-10,5,97,18,0,8,4
3143,7803813,https://www.google.com/patents/US7803813,Substituted 2-carbonylamino-6-piperidinaminopyridines and substituted 1-carbonylamino-3-piperidinaminobenzenes as 5-HT1F agonists,9/28/10,28-Sep-10,2,21,0,0,31,2
3144,7803814,https://www.google.com/patents/US7803814,Tricyclic steroid hormone nuclear receptor modulators,9/28/10,28-Sep-10,4,10,1,1,13,2
3145,7803938,https://www.google.com/patents/US7803938,Potentiators of glutamate receptors,9/28/10,28-Sep-10,8,15,9,0,32,1
3146,7807691,https://www.google.com/patents/US7807691,Substituted N-arylpyrrolidines as selective androgen receptor modulators,10/5/10,5-Oct-10,3,5,3,2,16,2
3147,7807702,https://www.google.com/patents/US7807702,"Substituted thiophene carboxylic amide glucagon receptor antagonists, preparation and therapeutic uses",10/5/10,5-Oct-10,5,5,3,0,6,2
3148,7816349,https://www.google.com/patents/US7816349,Substituted pyrrolidinones as inhibitors of 11-beta-hydroxysteroid dehydrogenase 1,10/19/10,19-Oct-10,5,34,5,1,20,4
3149,7816523,https://www.google.com/patents/US7816523,Potentiators of glutamate receptors,10/19/10,19-Oct-10,8,15,8,0,32,1
3150,7816557,https://www.google.com/patents/US7816557,"Glucagon receptor antagonists, preparation and therapeutic uses",10/19/10,19-Oct-10,2,14,5,5,44,2
3151,7820163,https://www.google.com/patents/US7820163,Anti-hepcidin antibodies and uses thereof,10/26/10,26-Oct-10,5,14,17,6,12,2
3152,7820179,https://www.google.com/patents/US7820179,Pegylated PTH as PTH receptor modulators and uses thereof,10/26/10,26-Oct-10,2,50,2,0,10,3
3153,7820659,https://www.google.com/patents/US7820659,Cyclohexylimidiazole lactam derivatives as inhibitors of 11-‘_-hydroxysteroid dehydrogenase 1,10/26/10,26-Oct-10,6,34,5,1,48,2
3154,7829582,https://www.google.com/patents/US7829582,Piperidinyl substituted pyrrolidinones as inhibitors of 11-beta-hydroxysteroid dehydrogenase 1,11/9/10,9-Nov-10,3,34,5,1,7,4
3155,7834029,https://www.google.com/patents/US7834029,Quinolinyl-pyrrolopyrazoles,11/16/10,16-Nov-10,3,4,10,0,12,1
3156,7834187,https://www.google.com/patents/US7834187,Crystalline variable hydrate of (S)-6-(4-(2-((3-9H-carbazol-4-yloxy)-2-hydroxypropyl)amino)-2-methylpropyl)phenoxy)-3-pyridinecarbox amide hemisuccinate salt,11/16/10,16-Nov-10,1,3,17,0,4,5
3157,7834194,https://www.google.com/patents/US7834194,Cycloalkyl lactam derivatives as inhibitors of 11-beta-hydroxysteroid dehydrogenase 1,11/16/10,16-Nov-10,5,4,8,0,13,4
3158,7838543,https://www.google.com/patents/US7838543,MCH receptor antagonists,11/23/10,23-Nov-10,7,12,1,0,25,3
3159,7838638,https://www.google.com/patents/US7838638,Anti-IL-17 antibodies,11/23/10,23-Nov-10,5,6,4,25,9,5
3160,7842822,https://www.google.com/patents/US7842822,Substituted benzopyrans as selective estrogen receptor-beta agonists,11/30/10,30-Nov-10,3,17,20,0,18,2
3161,7846937,https://www.google.com/patents/US7846937,Cyclopropanecarboxylate esters of acyclovir,12/7/10,7-Dec-10,2,9,8,1,7,2
3162,7846950,https://www.google.com/patents/US7846950,"Histamine H3 receptor inhibitors, preparation and therapeutic uses",12/7/10,7-Dec-10,2,3,0,0,23,1
3163,7846960,https://www.google.com/patents/US7846960,FXR agonists,12/7/10,7-Dec-10,11,4,2,0,20,2
3164,7855211,https://www.google.com/patents/US7855211,Protein kinase inhibitors,12/21/10,21-Dec-10,13,11,14,1,8,3
3165,7857791,https://www.google.com/patents/US7857791,Medication dispensing apparatus with gear set having drive member accommodating opening,12/28/10,28-Dec-10,2,62,0,12,13,2
3166,7858646,https://www.google.com/patents/US7858646,Potentiators of glutamate receptors,12/28/10,28-Dec-10,10,15,3,0,37,2
3167,7863302,https://www.google.com/patents/US7863302,Compounds and methods for modulating FX-receptors,1/4/11,4-Jan-11,13,2,0,1,20,2
3168,7863310,https://www.google.com/patents/US7863310,Kinase inhibitors,1/4/11,4-Jan-11,8,6,6,0,27,5
3169,7863329,https://www.google.com/patents/US7863329,"Glucagon receptor antagonists, preparation and therapeutic uses",1/4/11,4-Jan-11,2,5,4,2,6,2
3170,7868014,https://www.google.com/patents/US7868014,1-(hetero)aryl-3-amino-pyrrolidine derivatives for use as mGluR3 antagonists,1/11/11,11-Jan-11,6,19,1,0,33,2
3171,7872020,https://www.google.com/patents/US7872020,TGF-‘_ inhibitors,1/18/11,18-Jan-11,1,3,1,0,5,2
3172,7872102,https://www.google.com/patents/US7872102,Anti-IL-23 antibodies,1/18/11,18-Jan-11,6,3,0,7,19,2
3173,7879809,https://www.google.com/patents/US7879809,Fish production,2/1/11,1-Feb-11,3,10,5,1,18,2
3174,7892545,https://www.google.com/patents/US7892545,Humanized antibodies that sequester amyloid beta peptide,2/22/11,22-Feb-11,6,44,103,1,24,2
3175,7892546,https://www.google.com/patents/US7892546,Anti-CXCR4 antibodies,2/22/11,22-Feb-11,5,19,9,1,25,1
3176,7897573,https://www.google.com/patents/US7897573,Selective VPAC2 receptor peptide agonists,3/1/11,1-Mar-11,3,18,1,0,8,3
3177,7897600,https://www.google.com/patents/US7897600,Amino pyrazole compound,3/1/11,1-Mar-11,3,15,0,4,6,2
3178,7897789,https://www.google.com/patents/US7897789,Vitamin D receptor modulators,3/1/11,1-Mar-11,7,24,31,0,10,3
3179,7901679,https://www.google.com/patents/US7901679,Humanized anti-ghrelin antibodies,3/8/11,8-Mar-11,4,4,14,0,17,5
